,MLII,V1
0 days 00:08:26.385954,-377,-78
0 days 00:08:26.388732,-380,-80
0 days 00:08:26.391510,-377,-79
0 days 00:08:26.394288,-374,-77
0 days 00:08:26.397066,-374,-74
0 days 00:08:26.399844,-372,-75
0 days 00:08:26.402622,-361,-79
0 days 00:08:26.405400,-349,-83
0 days 00:08:26.408178,-330,-91
0 days 00:08:26.410956,-310,-93
0 days 00:08:26.413734,-288,-90
0 days 00:08:26.416512,-260,-75
0 days 00:08:26.419290,-231,-54
0 days 00:08:26.422068,-210,-35
0 days 00:08:26.424846,-195,-20
0 days 00:08:26.427624,-184,-10
0 days 00:08:26.430402,-174,-13
0 days 00:08:26.433180,-171,-13
0 days 00:08:26.435958,-168,-18
0 days 00:08:26.438736,-168,-24
0 days 00:08:26.441514,-166,-30
0 days 00:08:26.444292,-161,-32
0 days 00:08:26.447070,-157,-25
0 days 00:08:26.449848,-150,-22
0 days 00:08:26.452626,-146,-19
0 days 00:08:26.455404,-148,-17
0 days 00:08:26.458182,-154,-20
0 days 00:08:26.460960,-158,-16
0 days 00:08:26.463738,-162,-20
0 days 00:08:26.466516,-158,-25
0 days 00:08:26.469294,-156,-27
0 days 00:08:26.472072,-154,-32
0 days 00:08:26.474850,-154,-37
0 days 00:08:26.477628,-153,-42
0 days 00:08:26.480406,-158,-43
0 days 00:08:26.483184,-163,-46
0 days 00:08:26.485962,-161,-46
0 days 00:08:26.488740,-161,-43
0 days 00:08:26.491518,-160,-42
0 days 00:08:26.494296,-162,-46
0 days 00:08:26.497074,-165,-45
0 days 00:08:26.499852,-166,-50
0 days 00:08:26.502630,-163,-55
0 days 00:08:26.505408,-167,-61
0 days 00:08:26.508186,-171,-70
0 days 00:08:26.510964,-178,-75
0 days 00:08:26.513742,-182,-81
0 days 00:08:26.516520,-181,-84
0 days 00:08:26.519298,-177,-84
0 days 00:08:26.522076,-178,-86
0 days 00:08:26.524854,-177,-86
0 days 00:08:26.527632,-176,-82
0 days 00:08:26.530410,-181,-85
0 days 00:08:26.533188,-185,-87
0 days 00:08:26.535966,-186,-94
0 days 00:08:26.538744,-188,-104
0 days 00:08:26.541522,-193,-108
0 days 00:08:26.544300,-196,-117
0 days 00:08:26.547078,-204,-115
0 days 00:08:26.549856,-208,-113
0 days 00:08:26.552634,-208,-112
0 days 00:08:26.555412,-206,-116
0 days 00:08:26.558190,-203,-120
0 days 00:08:26.560968,-203,-124
0 days 00:08:26.563746,-204,-127
0 days 00:08:26.566524,-210,-127
0 days 00:08:26.569302,-210,-132
0 days 00:08:26.572080,-214,-133
0 days 00:08:26.574858,-211,-138
0 days 00:08:26.577636,-209,-136
0 days 00:08:26.580414,-209,-143
0 days 00:08:26.583192,-210,-140
0 days 00:08:26.585970,-213,-139
0 days 00:08:26.588748,-211,-138
0 days 00:08:26.591526,-209,-132
0 days 00:08:26.594304,-206,-136
0 days 00:08:26.597082,-205,-134
0 days 00:08:26.599860,-203,-134
0 days 00:08:26.602638,-200,-133
0 days 00:08:26.605416,-200,-134
0 days 00:08:26.608194,-199,-135
0 days 00:08:26.610972,-198,-132
0 days 00:08:26.613750,-197,-132
0 days 00:08:26.616528,-197,-132
0 days 00:08:26.619306,-195,-126
0 days 00:08:26.622084,-192,-120
0 days 00:08:26.624862,-184,-113
0 days 00:08:26.627640,-172,-112
0 days 00:08:26.630418,-169,-113
0 days 00:08:26.633196,-167,-105
0 days 00:08:26.635974,-169,-106
0 days 00:08:26.638752,-171,-102
0 days 00:08:26.641530,-167,-98
0 days 00:08:26.644308,-160,-93
0 days 00:08:26.647086,-155,-87
0 days 00:08:26.649864,-145,-84
0 days 00:08:26.652642,-140,-78
0 days 00:08:26.655420,-137,-69
0 days 00:08:26.658198,-132,-64
0 days 00:08:26.660976,-130,-64
0 days 00:08:26.663754,-134,-60
0 days 00:08:26.666532,-135,-57
0 days 00:08:26.669310,-135,-59
0 days 00:08:26.672088,-135,-60
0 days 00:08:26.674866,-137,-55
0 days 00:08:26.677644,-133,-53
0 days 00:08:26.680422,-130,-46
0 days 00:08:26.683200,-128,-45
0 days 00:08:26.685978,-128,-40
0 days 00:08:26.688756,-130,-37
0 days 00:08:26.691534,-127,-33
0 days 00:08:26.694312,-126,-31
0 days 00:08:26.697090,-126,-28
0 days 00:08:26.699868,-126,-30
0 days 00:08:26.702646,-119,-31
0 days 00:08:26.705424,-117,-30
0 days 00:08:26.708202,-117,-36
0 days 00:08:26.710980,-121,-33
0 days 00:08:26.713758,-125,-35
0 days 00:08:26.716536,-127,-37
0 days 00:08:26.719314,-124,-30
0 days 00:08:26.722092,-123,-25
0 days 00:08:26.724870,-119,-25
0 days 00:08:26.727648,-117,-27
0 days 00:08:26.730426,-116,-27
0 days 00:08:26.733204,-116,-25
0 days 00:08:26.735982,-116,-28
0 days 00:08:26.738760,-118,-30
0 days 00:08:26.741538,-121,-30
0 days 00:08:26.744316,-120,-32
0 days 00:08:26.747094,-119,-30
0 days 00:08:26.749872,-118,-31
0 days 00:08:26.752650,-120,-29
0 days 00:08:26.755428,-120,-30
0 days 00:08:26.758206,-118,-28
0 days 00:08:26.760984,-123,-27
0 days 00:08:26.763762,-126,-29
0 days 00:08:26.766540,-124,-36
0 days 00:08:26.769318,-123,-41
0 days 00:08:26.772096,-126,-39
0 days 00:08:26.774874,-125,-40
0 days 00:08:26.777652,-126,-40
0 days 00:08:26.780430,-128,-41
0 days 00:08:26.783208,-130,-41
0 days 00:08:26.785986,-135,-40
0 days 00:08:26.788764,-128,-39
0 days 00:08:26.791542,-124,-34
0 days 00:08:26.794320,-121,-34
0 days 00:08:26.797098,-123,-36
0 days 00:08:26.799876,-122,-38
0 days 00:08:26.802654,-131,-42
0 days 00:08:26.805432,-132,-48
0 days 00:08:26.808210,-133,-53
0 days 00:08:26.810988,-132,-47
0 days 00:08:26.813766,-135,-45
0 days 00:08:26.816544,-130,-43
0 days 00:08:26.819322,-129,-39
0 days 00:08:26.822100,-130,-39
0 days 00:08:26.824878,-134,-39
0 days 00:08:26.827656,-136,-41
0 days 00:08:26.830434,-142,-42
0 days 00:08:26.833212,-139,-42
0 days 00:08:26.835990,-137,-39
0 days 00:08:26.838768,-130,-40
0 days 00:08:26.841546,-131,-38
0 days 00:08:26.844324,-127,-39
0 days 00:08:26.847102,-128,-38
0 days 00:08:26.849880,-131,-38
0 days 00:08:26.852658,-133,-35
0 days 00:08:26.855436,-132,-33
0 days 00:08:26.858214,-131,-34
0 days 00:08:26.860992,-126,-38
0 days 00:08:26.863770,-126,-40
0 days 00:08:26.866548,-129,-45
0 days 00:08:26.869326,-136,-47
0 days 00:08:26.872104,-134,-50
0 days 00:08:26.874882,-132,-51
0 days 00:08:26.877660,-127,-50
0 days 00:08:26.880438,-129,-46
0 days 00:08:26.883216,-132,-42
0 days 00:08:26.885994,-130,-39
0 days 00:08:26.888772,-129,-38
0 days 00:08:26.891550,-130,-33
0 days 00:08:26.894328,-132,-37
0 days 00:08:26.897106,-128,-38
0 days 00:08:26.899884,-128,-42
0 days 00:08:26.902662,-126,-42
0 days 00:08:26.905440,-123,-43
0 days 00:08:26.908218,-126,-44
0 days 00:08:26.910996,-128,-42
0 days 00:08:26.913774,-134,-40
0 days 00:08:26.916552,-141,-40
0 days 00:08:26.919330,-143,-43
0 days 00:08:26.922108,-141,-47
0 days 00:08:26.924886,-138,-53
0 days 00:08:26.927664,-133,-52
0 days 00:08:26.930442,-128,-53
0 days 00:08:26.933220,-126,-51
0 days 00:08:26.935998,-123,-50
0 days 00:08:26.938776,-122,-52
0 days 00:08:26.941554,-120,-52
0 days 00:08:26.944332,-124,-52
0 days 00:08:26.947110,-117,-50
0 days 00:08:26.949888,-112,-54
0 days 00:08:26.952666,-103,-55
0 days 00:08:26.955444,-97,-57
0 days 00:08:26.958222,-95,-57
0 days 00:08:26.961000,-95,-57
0 days 00:08:26.963778,-101,-56
0 days 00:08:26.966556,-107,-57
0 days 00:08:26.969334,-104,-55
0 days 00:08:26.972112,-103,-54
0 days 00:08:26.974890,-97,-50
0 days 00:08:26.977668,-94,-43
0 days 00:08:26.980446,-94,-34
0 days 00:08:26.983224,-93,-30
0 days 00:08:26.986002,-92,-28
0 days 00:08:26.988780,-93,-30
0 days 00:08:26.991558,-95,-34
0 days 00:08:26.994336,-95,-37
0 days 00:08:26.997114,-101,-37
0 days 00:08:26.999892,-103,-40
0 days 00:08:27.002670,-104,-37
0 days 00:08:27.005448,-108,-38
0 days 00:08:27.008226,-100,-33
0 days 00:08:27.011004,-94,-28
0 days 00:08:27.013782,-91,-19
0 days 00:08:27.016560,-91,-12
0 days 00:08:27.019338,-94,-14
0 days 00:08:27.022116,-103,-13
0 days 00:08:27.024894,-111,-21
0 days 00:08:27.027672,-116,-28
0 days 00:08:27.030450,-123,-35
0 days 00:08:27.033228,-131,-40
0 days 00:08:27.036006,-132,-45
0 days 00:08:27.038784,-134,-43
0 days 00:08:27.041562,-133,-47
0 days 00:08:27.044340,-135,-45
0 days 00:08:27.047118,-140,-45
0 days 00:08:27.049896,-149,-46
0 days 00:08:27.052674,-152,-47
0 days 00:08:27.055452,-148,-47
0 days 00:08:27.058230,-146,-49
0 days 00:08:27.061008,-141,-48
0 days 00:08:27.063786,-142,-51
0 days 00:08:27.066564,-145,-50
0 days 00:08:27.069342,-145,-51
0 days 00:08:27.072120,-145,-51
0 days 00:08:27.074898,-144,-56
0 days 00:08:27.077676,-147,-57
0 days 00:08:27.080454,-149,-58
0 days 00:08:27.083232,-148,-60
0 days 00:08:27.086010,-144,-57
0 days 00:08:27.088788,-138,-53
0 days 00:08:27.091566,-135,-49
0 days 00:08:27.094344,-130,-49
0 days 00:08:27.097122,-136,-53
0 days 00:08:27.099900,-144,-50
0 days 00:08:27.102678,-152,-57
0 days 00:08:27.105456,-157,-60
0 days 00:08:27.108234,-155,-58
0 days 00:08:27.111012,-155,-58
0 days 00:08:27.113790,-146,-55
0 days 00:08:27.116568,-138,-53
0 days 00:08:27.119346,-136,-52
0 days 00:08:27.122124,-138,-55
0 days 00:08:27.124902,-144,-57
0 days 00:08:27.127680,-153,-58
0 days 00:08:27.130458,-164,-67
0 days 00:08:27.133236,-167,-78
0 days 00:08:27.136014,-164,-88
0 days 00:08:27.138792,-155,-109
0 days 00:08:27.141570,-144,-135
0 days 00:08:27.144348,-130,-162
0 days 00:08:27.147126,-109,-192
0 days 00:08:27.149904,-80,-222
0 days 00:08:27.152682,-44,-241
0 days 00:08:27.155460,-9,-247
0 days 00:08:27.158238,10,-238
0 days 00:08:27.161016,16,-220
0 days 00:08:27.163794,12,-185
0 days 00:08:27.166572,16,-152
0 days 00:08:27.169350,26,-114
0 days 00:08:27.172128,57,-67
0 days 00:08:27.174906,92,-7
0 days 00:08:27.177684,118,67
0 days 00:08:27.180462,117,143
0 days 00:08:27.183240,77,194
0 days 00:08:27.186018,7,212
0 days 00:08:27.188796,-79,186
0 days 00:08:27.191574,-161,135
0 days 00:08:27.194352,-225,70
0 days 00:08:27.197130,-268,19
0 days 00:08:27.199908,-296,-23
0 days 00:08:27.202686,-319,-43
0 days 00:08:27.205464,-338,-55
0 days 00:08:27.208242,-350,-65
0 days 00:08:27.211020,-361,-75
0 days 00:08:27.213798,-361,-77
0 days 00:08:27.216576,-361,-81
0 days 00:08:27.219354,-359,-81
0 days 00:08:27.222132,-358,-79
0 days 00:08:27.224910,-362,-80
0 days 00:08:27.227688,-363,-83
0 days 00:08:27.230466,-362,-89
0 days 00:08:27.233244,-358,-93
0 days 00:08:27.236022,-351,-100
0 days 00:08:27.238800,-344,-102
0 days 00:08:27.241578,-324,-99
0 days 00:08:27.244356,-298,-94
0 days 00:08:27.247134,-266,-87
0 days 00:08:27.249912,-234,-71
0 days 00:08:27.252690,-204,-58
0 days 00:08:27.255468,-181,-52
0 days 00:08:27.258246,-161,-44
0 days 00:08:27.261024,-155,-38
0 days 00:08:27.263802,-159,-38
0 days 00:08:27.266580,-162,-38
0 days 00:08:27.269358,-167,-41
0 days 00:08:27.272136,-173,-50
0 days 00:08:27.274914,-177,-54
0 days 00:08:27.277692,-178,-58
0 days 00:08:27.280470,-175,-57
0 days 00:08:27.283248,-169,-58
0 days 00:08:27.286026,-164,-51
0 days 00:08:27.288804,-154,-48
0 days 00:08:27.291582,-149,-49
0 days 00:08:27.294360,-148,-51
0 days 00:08:27.297138,-150,-55
0 days 00:08:27.299916,-152,-61
0 days 00:08:27.302694,-151,-67
0 days 00:08:27.305472,-156,-74
0 days 00:08:27.308250,-160,-73
0 days 00:08:27.311028,-166,-74
0 days 00:08:27.313806,-168,-76
0 days 00:08:27.316584,-165,-78
0 days 00:08:27.319362,-162,-77
0 days 00:08:27.322140,-160,-82
0 days 00:08:27.324918,-160,-85
0 days 00:08:27.327696,-163,-89
0 days 00:08:27.330474,-166,-94
0 days 00:08:27.333252,-169,-99
0 days 00:08:27.336030,-174,-109
0 days 00:08:27.338808,-175,-113
0 days 00:08:27.341586,-175,-115
0 days 00:08:27.344364,-173,-117
0 days 00:08:27.347142,-173,-121
0 days 00:08:27.349920,-180,-124
0 days 00:08:27.352698,-181,-125
0 days 00:08:27.355476,-186,-131
0 days 00:08:27.358254,-192,-133
0 days 00:08:27.361032,-194,-135
0 days 00:08:27.363810,-197,-138
0 days 00:08:27.366588,-199,-137
0 days 00:08:27.369366,-201,-140
0 days 00:08:27.372144,-205,-143
0 days 00:08:27.374922,-208,-146
0 days 00:08:27.377700,-210,-151
0 days 00:08:27.380478,-208,-147
0 days 00:08:27.383256,-205,-148
0 days 00:08:27.386034,-203,-141
0 days 00:08:27.388812,-198,-141
0 days 00:08:27.391590,-199,-144
0 days 00:08:27.394368,-201,-142
0 days 00:08:27.397146,-208,-145
0 days 00:08:27.399924,-214,-145
0 days 00:08:27.402702,-217,-153
0 days 00:08:27.405480,-217,-157
0 days 00:08:27.408258,-215,-160
0 days 00:08:27.411036,-214,-164
0 days 00:08:27.413814,-219,-156
0 days 00:08:27.416592,-221,-153
0 days 00:08:27.419370,-214,-146
0 days 00:08:27.422148,-207,-147
0 days 00:08:27.424926,-202,-143
0 days 00:08:27.427704,-190,-143
0 days 00:08:27.430482,-188,-144
0 days 00:08:27.433260,-187,-144
0 days 00:08:27.436038,-191,-143
0 days 00:08:27.438816,-194,-139
0 days 00:08:27.441594,-197,-136
0 days 00:08:27.444372,-194,-134
0 days 00:08:27.447150,-189,-131
0 days 00:08:27.449928,-180,-127
0 days 00:08:27.452706,-173,-122
0 days 00:08:27.455484,-166,-116
0 days 00:08:27.458262,-157,-109
0 days 00:08:27.461040,-152,-101
0 days 00:08:27.463818,-151,-100
0 days 00:08:27.466596,-154,-101
0 days 00:08:27.469374,-154,-98
0 days 00:08:27.472152,-152,-99
0 days 00:08:27.474930,-153,-97
0 days 00:08:27.477708,-148,-97
0 days 00:08:27.480486,-149,-91
0 days 00:08:27.483264,-150,-89
0 days 00:08:27.486042,-143,-81
0 days 00:08:27.488820,-140,-77
0 days 00:08:27.491598,-137,-71
0 days 00:08:27.494376,-133,-71
0 days 00:08:27.497154,-135,-64
0 days 00:08:27.499932,-134,-67
0 days 00:08:27.502710,-129,-64
0 days 00:08:27.505488,-125,-64
0 days 00:08:27.508266,-122,-63
0 days 00:08:27.511044,-123,-61
0 days 00:08:27.513822,-126,-57
0 days 00:08:27.516600,-127,-59
0 days 00:08:27.519378,-129,-55
0 days 00:08:27.522156,-126,-54
0 days 00:08:27.524934,-127,-52
0 days 00:08:27.527712,-125,-51
0 days 00:08:27.530490,-126,-49
0 days 00:08:27.533268,-126,-48
0 days 00:08:27.536046,-125,-49
0 days 00:08:27.538824,-123,-49
0 days 00:08:27.541602,-123,-52
0 days 00:08:27.544380,-125,-55
0 days 00:08:27.547158,-126,-53
0 days 00:08:27.549936,-131,-54
0 days 00:08:27.552714,-135,-50
0 days 00:08:27.555492,-138,-46
0 days 00:08:27.558270,-134,-48
0 days 00:08:27.561048,-131,-47
0 days 00:08:27.563826,-129,-52
0 days 00:08:27.566604,-128,-57
0 days 00:08:27.569382,-129,-59
0 days 00:08:27.572160,-131,-59
0 days 00:08:27.574938,-131,-65
0 days 00:08:27.577716,-138,-63
0 days 00:08:27.580494,-142,-62
0 days 00:08:27.583272,-142,-60
0 days 00:08:27.586050,-143,-58
0 days 00:08:27.588828,-139,-58
0 days 00:08:27.591606,-136,-55
0 days 00:08:27.594384,-130,-55
0 days 00:08:27.597162,-130,-54
0 days 00:08:27.599940,-134,-53
0 days 00:08:27.602718,-139,-55
0 days 00:08:27.605496,-136,-55
0 days 00:08:27.608274,-136,-61
0 days 00:08:27.611052,-132,-69
0 days 00:08:27.613830,-131,-68
0 days 00:08:27.616608,-133,-74
0 days 00:08:27.619386,-134,-68
0 days 00:08:27.622164,-134,-63
0 days 00:08:27.624942,-139,-58
0 days 00:08:27.627720,-141,-58
0 days 00:08:27.630498,-144,-60
0 days 00:08:27.633276,-143,-63
0 days 00:08:27.636054,-140,-67
0 days 00:08:27.638832,-143,-70
0 days 00:08:27.641610,-144,-70
0 days 00:08:27.644388,-141,-67
0 days 00:08:27.647166,-138,-65
0 days 00:08:27.649944,-133,-68
0 days 00:08:27.652722,-132,-63
0 days 00:08:27.655500,-131,-59
0 days 00:08:27.658278,-134,-60
0 days 00:08:27.661056,-134,-61
0 days 00:08:27.663834,-136,-63
0 days 00:08:27.666612,-138,-65
0 days 00:08:27.669390,-140,-65
0 days 00:08:27.672168,-143,-64
0 days 00:08:27.674946,-141,-64
0 days 00:08:27.677724,-142,-63
0 days 00:08:27.680502,-144,-63
0 days 00:08:27.683280,-143,-65
0 days 00:08:27.686058,-142,-61
0 days 00:08:27.688836,-139,-61
0 days 00:08:27.691614,-134,-63
0 days 00:08:27.694392,-131,-64
0 days 00:08:27.697170,-133,-65
0 days 00:08:27.699948,-133,-68
0 days 00:08:27.702726,-134,-68
0 days 00:08:27.705504,-134,-69
0 days 00:08:27.708282,-132,-70
0 days 00:08:27.711060,-133,-67
0 days 00:08:27.713838,-131,-67
0 days 00:08:27.716616,-132,-64
0 days 00:08:27.719394,-133,-59
0 days 00:08:27.722172,-132,-59
0 days 00:08:27.724950,-129,-59
0 days 00:08:27.727728,-131,-64
0 days 00:08:27.730506,-130,-69
0 days 00:08:27.733284,-132,-67
0 days 00:08:27.736062,-130,-69
0 days 00:08:27.738840,-131,-67
0 days 00:08:27.741618,-128,-71
0 days 00:08:27.744396,-127,-70
0 days 00:08:27.747174,-124,-65
0 days 00:08:27.749952,-119,-70
0 days 00:08:27.752730,-114,-70
0 days 00:08:27.755508,-113,-76
0 days 00:08:27.758286,-112,-79
0 days 00:08:27.761064,-108,-80
0 days 00:08:27.763842,-106,-79
0 days 00:08:27.766620,-104,-82
0 days 00:08:27.769398,-104,-84
0 days 00:08:27.772176,-103,-82
0 days 00:08:27.774954,-97,-80
0 days 00:08:27.777732,-93,-76
0 days 00:08:27.780510,-91,-72
0 days 00:08:27.783288,-89,-67
0 days 00:08:27.786066,-92,-56
0 days 00:08:27.788844,-93,-54
0 days 00:08:27.791622,-99,-49
0 days 00:08:27.794400,-104,-53
0 days 00:08:27.797178,-107,-61
0 days 00:08:27.799956,-112,-65
0 days 00:08:27.802734,-114,-67
0 days 00:08:27.805512,-111,-69
0 days 00:08:27.808290,-109,-64
0 days 00:08:27.811068,-102,-61
0 days 00:08:27.813846,-95,-53
0 days 00:08:27.816624,-95,-40
0 days 00:08:27.819402,-94,-34
0 days 00:08:27.822180,-99,-33
0 days 00:08:27.824958,-110,-34
0 days 00:08:27.827736,-112,-42
0 days 00:08:27.830514,-121,-51
0 days 00:08:27.833292,-122,-58
0 days 00:08:27.836070,-122,-66
0 days 00:08:27.838848,-125,-65
0 days 00:08:27.841626,-129,-72
0 days 00:08:27.844404,-133,-75
0 days 00:08:27.847182,-138,-78
0 days 00:08:27.849960,-142,-78
0 days 00:08:27.852738,-146,-77
0 days 00:08:27.855516,-151,-72
0 days 00:08:27.858294,-153,-71
0 days 00:08:27.861072,-151,-72
0 days 00:08:27.863850,-150,-72
0 days 00:08:27.866628,-146,-77
0 days 00:08:27.869406,-148,-81
0 days 00:08:27.872184,-154,-81
0 days 00:08:27.874962,-154,-91
0 days 00:08:27.877740,-156,-93
0 days 00:08:27.880518,-159,-96
0 days 00:08:27.883296,-161,-96
0 days 00:08:27.886074,-162,-96
0 days 00:08:27.888852,-162,-97
0 days 00:08:27.891630,-165,-103
0 days 00:08:27.894408,-165,-108
0 days 00:08:27.897186,-167,-117
0 days 00:08:27.899964,-164,-120
0 days 00:08:27.902742,-164,-111
0 days 00:08:27.905520,-159,-101
0 days 00:08:27.908298,-159,-93
0 days 00:08:27.911076,-153,-86
0 days 00:08:27.913854,-152,-81
0 days 00:08:27.916632,-150,-77
0 days 00:08:27.919410,-144,-84
0 days 00:08:27.922188,-142,-83
0 days 00:08:27.924966,-142,-84
0 days 00:08:27.927744,-145,-86
0 days 00:08:27.930522,-151,-89
0 days 00:08:27.933300,-155,-93
0 days 00:08:27.936078,-160,-94
0 days 00:08:27.938856,-162,-100
0 days 00:08:27.941634,-164,-101
0 days 00:08:27.944412,-165,-112
0 days 00:08:27.947190,-165,-131
0 days 00:08:27.949968,-160,-155
0 days 00:08:27.952746,-147,-178
0 days 00:08:27.955524,-127,-207
0 days 00:08:27.958302,-100,-234
0 days 00:08:27.961080,-65,-255
0 days 00:08:27.963858,-33,-268
0 days 00:08:27.966636,-14,-269
0 days 00:08:27.969414,-5,-255
0 days 00:08:27.972192,-7,-232
0 days 00:08:27.974970,-8,-200
0 days 00:08:27.977748,1,-163
0 days 00:08:27.980526,25,-120
0 days 00:08:27.983304,63,-66
0 days 00:08:27.986082,103,7
0 days 00:08:27.988860,128,80
0 days 00:08:27.991638,125,146
0 days 00:08:27.994416,82,190
0 days 00:08:27.997194,14,198
0 days 00:08:27.999972,-69,175
0 days 00:08:28.002750,-144,128
0 days 00:08:28.005528,-201,67
0 days 00:08:28.008306,-243,18
0 days 00:08:28.011084,-277,-19
0 days 00:08:28.013862,-298,-43
0 days 00:08:28.016640,-317,-57
0 days 00:08:28.019418,-328,-68
0 days 00:08:28.022196,-339,-74
0 days 00:08:28.024974,-347,-78
0 days 00:08:28.027752,-351,-83
0 days 00:08:28.030530,-357,-92
0 days 00:08:28.033308,-363,-98
0 days 00:08:28.036086,-369,-103
0 days 00:08:28.038864,-371,-108
0 days 00:08:28.041642,-376,-110
0 days 00:08:28.044420,-377,-113
0 days 00:08:28.047198,-373,-121
0 days 00:08:28.049976,-370,-128
0 days 00:08:28.052754,-353,-126
0 days 00:08:28.055532,-324,-127
0 days 00:08:28.058310,-284,-123
0 days 00:08:28.061088,-249,-116
0 days 00:08:28.063866,-224,-107
0 days 00:08:28.066644,-200,-97
0 days 00:08:28.069422,-190,-87
0 days 00:08:28.072200,-185,-78
0 days 00:08:28.074978,-182,-75
0 days 00:08:28.077756,-185,-74
0 days 00:08:28.080534,-188,-76
0 days 00:08:28.083312,-184,-79
0 days 00:08:28.086090,-183,-81
0 days 00:08:28.088868,-178,-85
0 days 00:08:28.091646,-174,-84
0 days 00:08:28.094424,-173,-80
0 days 00:08:28.097202,-172,-83
0 days 00:08:28.099980,-173,-81
0 days 00:08:28.102758,-173,-84
0 days 00:08:28.105536,-173,-88
0 days 00:08:28.108314,-172,-91
0 days 00:08:28.111092,-172,-95
0 days 00:08:28.113870,-172,-95
